Date,Country,City,Specie,count,min,max,median,variance
2024-07-20,RO,Bucharest,o3,36,2.3,54.6,21.2,2542.97
2024-11-07,RO,Bucharest,o3,47,2.0,18.0,4.2,380.54
2024-04-12,RO,Bucharest,o3,46,0.1,46.3,21.2,1848.92
2024-04-18,RO,Bucharest,o3,46,1.8,24.8,12.9,511.45
2024-03-26,RO,Bucharest,o3,46,2.4,36.9,18.6,1006.29
2024-05-02,RO,Bucharest,o3,46,3.6,41.2,22.9,1001.14
2024-05-17,RO,Bucharest,o3,46,13.5,37.7,27.5,342.76
2024-07-28,RO,Bucharest,o3,46,2.6,60.0,24.4,3191.04
2024-09-22,RO,Bucharest,o3,39,1.3,21.5,10.9,299.42
2024-11-13,RO,Bucharest,o3,47,1.3,6.1,3.4,14.08
2024-01-06,RO,Bucharest,o3,46,0.8,22.8,5.0,349.43
2024-03-17,RO,Bucharest,o3,34,0.1,31.7,6.8,575.07
2024-11-16,RO,Bucharest,o3,47,1.3,15.9,3.9,183.27
2024-06-30,RO,Bucharest,o3,46,4.0,68.8,29.0,2721.86
2024-07-13,RO,Bucharest,o3,46,15.4,54.4,38.2,1501.93
2024-10-19,RO,Bucharest,o3,47,2.2,24.5,8.2,366.05
2024-10-27,RO,Bucharest,o3,47,2.2,31.3,5.7,605.14
2024-01-20,RO,Bucharest,o3,46,13.5,31.4,25.3,217.81
2024-02-07,RO,Bucharest,o3,46,7.6,33.5,22.6,445.94
2024-07-27,RO,Bucharest,o3,46,1.9,50.2,19.2,1890.88
2024-09-03,RO,Bucharest,o3,46,4.0,49.9,26.1,2251.13
2024-11-28,RO,Bucharest,o3,47,1.6,11.5,2.4,86.22
2024-03-07,RO,Bucharest,o3,40,4.7,26.6,16.8,355.56
2024-03-27,RO,Bucharest,o3,46,3.8,30.4,16.4,487.07
2024-06-02,RO,Bucharest,o3,46,4.0,45.5,23.3,1592.96
2024-06-23,RO,Bucharest,o3,46,14.9,46.2,30.7,949.56
2024-07-06,RO,Bucharest,o3,47,4.9,46.2,28.8,1117.94
2024-08-08,RO,Bucharest,o3,45,0.2,58.5,25.6,3076.12
2024-10-14,RO,Bucharest,o3,46,3.3,23.6,5.6,171.26
2024-10-29,RO,Bucharest,o3,47,2.1,23.3,8.9,357.21
2024-03-23,RO,Bucharest,o3,46,1.0,41.4,19.4,1431.71
2024-04-06,RO,Bucharest,o3,45,0.2,42.0,17.6,1770.73
2024-04-27,RO,Bucharest,o3,46,0.9,40.1,16.1,1575.4
2024-05-24,RO,Bucharest,o3,44,0.3,49.1,30.0,2803.51
2024-08-22,RO,Bucharest,o3,46,5.7,68.2,30.1,2572.0
2024-10-23,RO,Bucharest,o3,46,1.9,26.1,3.8,566.48
2024-11-08,RO,Bucharest,o3,47,2.3,20.2,4.6,427.65
2024-11-18,RO,Bucharest,o3,46,2.2,8.2,5.2,32.4
2024-01-23,RO,Bucharest,o3,46,2.2,29.4,22.9,343.82
2024-03-24,RO,Bucharest,o3,45,0.6,42.5,17.5,1608.35
2024-08-17,RO,Bucharest,o3,46,13.8,48.4,32.3,1196.84
2024-10-09,RO,Bucharest,o3,46,2.1,28.4,6.7,530.82
2024-10-15,RO,Bucharest,o3,46,2.2,18.4,6.4,192.71
2024-03-20,RO,Bucharest,o3,46,1.0,32.4,11.7,751.13
2024-06-16,RO,Bucharest,o3,46,8.8,52.1,21.5,1587.84
2024-03-31,RO,Bucharest,o3,41,0.1,39.1,16.0,1665.28
2024-04-08,RO,Bucharest,o3,43,0.1,48.0,16.0,2432.17
2024-05-12,RO,Bucharest,o3,46,10.3,33.0,21.4,322.38
2024-06-24,RO,Bucharest,o3,46,16.3,41.3,26.5,537.62
2024-07-09,RO,Bucharest,o3,47,4.9,49.2,35.2,1618.5
2024-07-26,RO,Bucharest,o3,46,2.6,49.2,15.4,2077.22
2024-02-13,RO,Bucharest,o3,46,1.9,19.0,10.7,176.11
2024-02-21,RO,Bucharest,o3,46,0.6,30.5,12.0,540.72
2024-10-07,RO,Bucharest,o3,43,3.1,16.1,8.1,124.34
2024-08-25,RO,Bucharest,o3,46,5.1,50.6,27.0,2033.41
2024-04-19,RO,Bucharest,o3,45,1.4,36.4,17.1,1230.36
2024-07-07,RO,Bucharest,o3,47,10.6,46.8,30.9,1225.86
2024-05-19,RO,Bucharest,o3,46,1.0,34.2,15.8,973.08
2024-07-30,RO,Bucharest,o3,46,20.3,48.1,27.3,502.42
2024-01-08,RO,Bucharest,o3,46,9.8,19.6,14.3,83.44
2024-01-24,RO,Bucharest,o3,46,10.8,28.8,21.3,161.42
2024-02-17,RO,Bucharest,o3,46,4.3,16.7,10.8,85.82
2024-06-27,RO,Bucharest,o3,45,11.7,53.9,32.1,1311.72
2024-08-01,RO,Bucharest,o3,44,0.4,59.0,26.2,2822.1
2024-10-13,RO,Bucharest,o3,46,3.9,14.8,8.9,79.18
2024-01-29,RO,Bucharest,o3,46,0.3,28.7,12.8,791.75
2024-02-15,RO,Bucharest,o3,46,2.7,26.7,12.5,579.02
2024-03-09,RO,Bucharest,o3,38,0.3,28.1,8.6,473.51
2024-06-05,RO,Bucharest,o3,46,3.7,50.2,21.7,1722.51
2024-10-28,RO,Bucharest,o3,47,1.8,22.0,7.9,183.37
2024-01-14,RO,Bucharest,o3,46,8.3,26.7,17.0,282.53
2024-02-19,RO,Bucharest,o3,45,1.2,27.2,16.0,475.3
2024-10-05,RO,Bucharest,o3,46,1.8,26.5,6.1,303.51
2024-12-02,RO,Bucharest,o3,47,2.5,12.9,9.9,67.06
2024-01-25,RO,Bucharest,o3,46,0.9,33.6,17.2,721.28
2024-09-08,RO,Bucharest,o3,46,3.3,43.3,26.1,1528.21
2024-04-28,RO,Bucharest,o3,45,0.1,42.2,23.8,2178.46
2024-06-21,RO,Bucharest,o3,46,16.8,48.4,28.0,696.78
2024-07-16,RO,Bucharest,o3,46,1.7,60.9,29.6,3095.51
2024-08-20,RO,Bucharest,o3,46,10.2,52.5,30.2,1457.8
2024-10-24,RO,Bucharest,o3,47,0.7,25.3,7.5,499.7
2024-03-08,RO,Bucharest,o3,46,5.0,30.3,14.6,436.47
2024-03-30,RO,Bucharest,o3,46,0.1,46.4,15.1,2262.13
2024-04-20,RO,Bucharest,o3,46,7.0,34.8,17.5,718.2
2024-05-13,RO,Bucharest,o3,46,0.4,37.5,15.7,1277.48
2024-06-04,RO,Bucharest,o3,41,0.1,72.9,9.2,4139.14
2024-07-21,RO,Bucharest,o3,42,8.1,61.1,22.9,2041.21
2024-07-24,RO,Bucharest,o3,46,1.0,72.4,19.9,2294.76
2024-08-13,RO,Bucharest,o3,46,2.9,57.5,31.3,2303.3
2024-02-14,RO,Bucharest,o3,46,1.3,19.7,10.1,160.21
2024-03-05,RO,Bucharest,o3,46,10.3,25.4,18.9,211.9
2024-01-01,RO,Baia Mare,precipitation,4,99.1,99.9,99.1,2.13
2024-02-03,RO,Baia Mare,precipitation,4,0.1,0.2,0.1,0.03
2024-03-06,RO,Baia Mare,precipitation,4,0.2,99.0,0.2,32538.1
2024-05-23,RO,Baia Mare,precipitation,4,99.1,99.1,99.1,0.0
2024-01-04,RO,Baia Mare,precipitation,6,0.1,99.1,0.1,26136.0
2024-02-04,RO,Baia Mare,precipitation,6,99.0,99.0,99.0,0.0
2024-02-05,RO,Baia Mare,precipitation,2,99.2,99.2,99.2,0.0
2024-04-18,RO,Baia Mare,precipitation,2,0.2,0.2,0.2,0.0
2024-04-24,RO,Baia Mare,precipitation,6,0.7,99.3,99.3,25925.2
2024-06-23,RO,Baia Mare,precipitation,6,0.3,99.0,99.0,25977.8
2024-05-24,RO,Baia Mare,precipitation,2,0.2,0.2,0.2,0.0
2024-08-03,RO,Baia Mare,precipitation,6,99.1,99.3,99.2,0.08
2024-09-30,RO,Baia Mare,precipitation,6,99.1,99.2,99.2,0.03
2024-11-23,RO,Baia Mare,precipitation,6,0.2,99.2,99.2,26136.0
2024-01-07,RO,Baia Mare,precipitation,2,99.1,99.1,99.1,0.0
2024-08-02,RO,Baia Mare,precipitation,4,99.0,99.0,99.0,0.0
2024-09-11,RO,Baia Mare,precipitation,4,0.3,0.3,0.3,0.0
2024-11-20,RO,Baia Mare,precipitation,6,0.3,99.2,1.6,25744.9
2024-05-17,RO,Baia Mare,precipitation,2,99.2,99.2,99.2,0.0
2024-05-22,RO,Baia Mare,precipitation,2,0.6,0.6,0.6,0.0
2024-06-04,RO,Baia Mare,precipitation,4,99.2,99.4,99.2,0.13
2024-06-10,RO,Baia Mare,precipitation,4,0.2,0.8,0.2,1.2
2024-06-27,RO,Baia Mare,precipitation,6,0.3,2.4,2.4,11.76
2024-07-02,RO,Baia Mare,precipitation,4,0.3,0.3,0.3,0.0
2024-09-29,RO,Baia Mare,precipitation,8,0.1,0.7,0.5,0.69
2024-10-04,RO,Baia Mare,precipitation,8,0.1,0.5,0.4,0.26
2024-11-13,RO,Baia Mare,precipitation,4,0.4,0.4,0.4,0.0
2024-02-25,RO,Baia Mare,precipitation,4,99.1,99.2,99.1,0.03
2024-04-22,RO,Baia Mare,precipitation,4,0.1,1.1,1.0,2.36
2024-05-30,RO,Baia Mare,precipitation,2,1.9,1.9,1.9,0.0
2024-03-11,RO,Baia Mare,precipitation,4,99.1,99.3,99.1,0.13
2024-05-18,RO,Baia Mare,precipitation,4,0.1,99.0,0.1,32604.0
2024-01-27,RO,Baia Mare,precipitation,4,99.8,99.8,99.8,0.0
2024-07-04,RO,Baia Mare,precipitation,2,99.8,99.8,99.8,0.0
2024-09-13,RO,Baia Mare,precipitation,2,0.4,0.4,0.4,0.0
2024-03-26,RO,Baia Mare,precipitation,2,99.3,99.3,99.3,0.0
2024-06-24,RO,Baia Mare,precipitation,4,0.1,0.2,0.1,0.03
2024-08-27,RO,Baia Mare,precipitation,4,0.1,99.0,0.1,32604.0
2024-10-10,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-10-11,RO,Baia Mare,precipitation,6,0.6,0.7,0.6,0.03
2024-01-14,RO,Baia Mare,precipitation,8,99.1,99.6,99.1,0.54
2024-02-02,RO,Baia Mare,precipitation,2,99.1,99.1,99.1,0.0
2024-03-13,RO,Baia Mare,precipitation,2,0.1,0.1,0.1,0.0
2024-05-20,RO,Baia Mare,precipitation,6,99.0,99.1,99.0,0.03
2024-06-12,RO,Baia Mare,precipitation,2,0.3,0.3,0.3,0.0
2024-10-13,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-10-15,RO,Baia Mare,precipitation,6,0.3,0.5,0.4,0.08
2024-03-24,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-11-21,RO,Baia Mare,precipitation,4,99.4,99.4,99.4,0.0
2024-01-15,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-01-19,RO,Baia Mare,precipitation,6,0.7,1.0,0.7,0.24
2024-10-07,RO,Baia Mare,precipitation,8,0.3,99.3,0.3,27918.2
2024-02-23,RO,Baia Mare,precipitation,4,99.8,99.8,99.8,0.0
2024-05-08,RO,Baia Mare,precipitation,6,0.2,99.9,0.2,26506.9
2024-06-11,RO,Baia Mare,precipitation,6,0.2,3.0,0.2,20.91
2024-09-26,RO,Baia Mare,precipitation,4,0.3,0.3,0.3,0.0
2024-11-19,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-01-03,RO,Baia Mare,precipitation,8,0.9,99.4,0.9,20734.6
2024-02-08,RO,Baia Mare,precipitation,4,0.2,0.2,0.2,0.0
2024-03-28,RO,Baia Mare,precipitation,2,0.9,0.9,0.9,0.0
2024-06-05,RO,Baia Mare,precipitation,4,0.1,0.1,0.1,0.0
2024-01-16,RO,Baia Mare,precipitation,4,99.2,99.2,99.2,0.0
2024-05-31,RO,Baia Mare,precipitation,4,0.3,0.3,0.3,0.0
2024-07-21,RO,Baia Mare,precipitation,3,0.1,0.5,0.2,0.43
2024-02-20,RO,Baia Mare,precipitation,2,0.4,0.4,0.4,0.0
2024-10-03,RO,Baia Mare,precipitation,6,99.0,99.3,99.1,0.19
2024-10-12,RO,Baia Mare,precipitation,2,0.1,0.1,0.1,0.0
2024-09-10,RO,Baia Mare,precipitation,4,0.3,99.0,0.3,32472.3
2024-09-14,RO,Baia Mare,precipitation,8,0.1,1.3,0.6,2.11
2024-04-17,RO,Baia Mare,precipitation,2,0.6,1.2,0.6,1.8
2024-06-09,RO,Baia Mare,precipitation,4,99.5,99.6,99.5,0.03
2024-09-16,RO,Baia Mare,precipitation,8,0.3,99.6,99.0,21016.8
2024-09-17,RO,Baia Mare,precipitation,6,0.3,99.6,0.3,26294.6
2024-02-18,RO,Baia Mare,precipitation,2,0.2,0.2,0.2,0.0
2024-05-28,RO,Baia Mare,precipitation,2,99.8,99.8,99.8,0.0
2024-08-06,RO,Baia Mare,precipitation,4,0.7,0.7,0.7,0.0
2024-09-25,RO,Baia Mare,precipitation,4,0.1,0.1,0.1,0.0
2024-08-04,RO,Baia Mare,precipitation,8,99.1,99.4,99.1,0.26
2024-08-05,RO,Baia Mare,precipitation,2,0.4,0.4,0.4,0.0
2024-11-22,RO,Baia Mare,precipitation,4,0.8,1.2,0.8,0.53
2024-01-25,RO,Baia Mare,precipitation,8,0.1,0.5,0.4,0.31
2024-06-01,RO,Baia Mare,precipitation,6,99.0,99.6,99.6,0.96
2024-07-01,RO,Baia Mare,precipitation,2,0.4,0.4,0.4,0.0
2024-10-14,RO,Baia Mare,precipitation,2,99.2,99.2,99.2,0.0
2024-11-29,RO,Baia Mare,precipitation,4,0.8,99.1,0.8,32209.6
2024-01-12,RO,Baia Mare,precipitation,4,99.5,99.5,99.5,0.0
2024-01-18,RO,Baia Mare,precipitation,8,0.2,1.3,0.4,2.11
2024-01-24,RO,Baia Mare,precipitation,2,0.4,0.4,0.4,0.0
2024-01-26,RO,Baia Mare,precipitation,4,99.8,99.8,99.8,0.0
2024-02-21,RO,Baia Mare,precipitation,4,0.3,0.6,0.3,0.3
2024-08-09,RO,Baia Mare,precipitation,4,0.2,99.5,0.2,32868.3
2024-10-06,RO,Baia Mare,precipitation,6,99.3,99.9,99.9,0.96
2024-02-09,RO,Baia Mare,precipitation,6,99.2,99.4,99.4,0.11
2024-02-11,RO,Baia Mare,precipitation,2,99.4,99.4,99.4,0.0
2024-02-12,RO,Baia Mare,precipitation,2,99.3,99.3,99.3,0.0
2024-05-06,RO,Baia Mare,precipitation,4,99.0,99.4,99.0,0.53
2024-06-17,RO,Baia Mare,precipitation,4,0.7,0.7,0.7,0.0
2024-10-05,RO,Baia Mare,precipitation,8,0.1,0.7,0.2,0.88
2024-06-28,RO,Baia Mare,precipitation,4,0.2,0.2,0.2,0.0
2024-01-06,RO,Baia Mare,precipitation,4,0.1,99.9,0.1,33200.1
2024-02-10,RO,Baia Mare,precipitation,6,0.3,99.4,99.4,26188.8
2024-03-12,RO,Baia Mare,precipitation,6,0.1,99.0,0.4,26004.3
2024-03-14,RO,Baia Mare,precipitation,4,99.1,99.1,99.1,0.0
2024-07-03,RO,Baia Mare,precipitation,6,0.1,0.5,0.3,0.32
2024-03-07,RO,Baia Mare,precipitation,8,0.7,99.5,99.3,20861.0
2024-05-12,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-11-27,RO,Baia Mare,precipitation,2,99.1,99.1,99.1,0.0
2024-01-13,RO,Baia Mare,precipitation,6,99.1,99.3,99.3,0.11
2024-03-01,RO,Baia Mare,precipitation,2,99.0,99.0,99.0,0.0
2024-03-17,RO,Baia Mare,precipitation,6,0.6,99.0,0.7,25793.9
2024-06-02,RO,Baia Mare,precipitation,4,0.7,0.8,0.7,0.03
2024-06-14,RO,Baia Mare,precipitation,4,0.2,0.4,0.2,0.13
2024-07-18,RO,Baia Mare,precipitation,2,1.3,1.3,1.3,0.0
2024-08-19,RO,Baia Mare,pm10,48,9.0,20.0,12.0,158.87
2024-09-09,RO,Baia Mare,pm10,48,11.0,13.0,12.0,2.96
2024-11-14,RO,Baia Mare,pm10,48,30.0,41.0,38.0,72.75
2024-10-22,RO,Baia Mare,pm10,48,21.0,33.0,22.0,242.62
2024-11-18,RO,Baia Mare,pm10,48,25.0,52.0,39.0,685.1
2024-09-03,RO,Baia Mare,pm10,47,16.0,23.0,17.0,98.23
2024-09-25,RO,Baia Mare,pm10,48,14.0,19.0,14.0,54.88
2024-09-26,RO,Baia Mare,pm10,48,12.0,18.0,14.0,37.51
2024-10-15,RO,Baia Mare,pm10,48,13.0,18.0,15.0,29.72
2024-08-08,RO,Baia Mare,pm10,24,11.0,13.0,12.0,4.28
2024-09-01,RO,Baia Mare,pm10,48,19.0,27.0,22.0,52.69
2024-11-29,RO,Baia Mare,pm10,24,24.0,32.0,29.0,42.83
2024-08-26,RO,Baia Mare,pm10,48,17.0,29.0,19.0,262.73
2024-11-17,RO,Baia Mare,pm10,48,25.0,41.0,33.0,190.62
2024-11-21,RO,Baia Mare,pm10,48,14.0,21.0,16.0,79.78
2024-11-27,RO,Baia Mare,pm10,27,32.0,465.0,46.0,183289.0
2024-10-04,RO,Baia Mare,pm10,48,11.0,19.0,13.0,83.05
2024-11-05,RO,Baia Mare,pm10,48,30.0,36.0,33.0,23.19
2024-11-15,RO,Baia Mare,pm10,48,29.0,34.0,31.0,22.39
2024-11-24,RO,Baia Mare,pm10,48,23.0,37.0,31.0,136.15
2024-10-20,RO,Baia Mare,pm10,48,14.0,21.0,17.0,48.44
2024-10-24,RO,Baia Mare,pm10,48,28.0,45.0,33.0,409.46
2024-08-16,RO,Baia Mare,pm10,24,20.0,21.0,20.0,2.32
2024-09-16,RO,Baia Mare,pm10,48,6.0,12.0,10.0,21.63
2024-10-03,RO,Baia Mare,pm10,48,9.0,15.0,10.0,27.23
2024-10-08,RO,Baia Mare,pm10,48,14.0,19.0,17.0,18.72
2024-08-12,RO,Baia Mare,pm10,24,17.0,18.0,17.0,1.45
2024-08-07,RO,Baia Mare,pm10,14,10.0,11.0,11.0,2.64
2024-09-08,RO,Baia Mare,pm10,48,13.0,16.0,13.0,13.79
2024-09-29,RO,Baia Mare,pm10,48,7.0,14.0,10.0,32.75
2024-09-30,RO,Baia Mare,pm10,48,7.0,9.0,8.0,3.61
2024-11-16,RO,Baia Mare,pm10,48,30.0,43.0,37.0,110.21
2024-11-04,RO,Baia Mare,pm10,44,18.0,31.0,25.0,162.6
2024-12-04,RO,Baia Mare,pm10,24,24.0,35.0,25.0,80.87
2024-08-10,RO,Baia Mare,pm10,24,19.0,21.0,20.0,5.05
2024-08-27,RO,Baia Mare,pm10,48,19.0,33.0,25.0,251.63
2024-09-07,RO,Baia Mare,pm10,48,12.0,16.0,13.0,13.17
2024-09-24,RO,Baia Mare,pm10,48,14.0,20.0,15.0,51.38
2024-10-16,RO,Baia Mare,pm10,48,15.0,18.0,17.0,12.32
2024-09-28,RO,Baia Mare,pm10,48,12.0,16.0,13.0,28.72
2024-10-02,RO,Baia Mare,pm10,48,9.0,10.0,10.0,2.48
2024-10-10,RO,Baia Mare,pm10,48,13.0,19.0,15.0,36.17
2024-10-17,RO,Baia Mare,pm10,48,14.0,18.0,16.0,19.25
2024-08-15,RO,Baia Mare,pm10,24,17.0,20.0,18.0,5.2
2024-09-18,RO,Baia Mare,pm10,48,15.0,33.0,19.0,439.29
2024-08-02,RO,Baia Mare,pm10,12,6.0,7.0,6.0,1.52
2024-08-31,RO,Baia Mare,pm10,48,24.0,31.0,24.0,101.63
2024-10-31,RO,Baia Mare,pm10,48,35.0,56.0,47.0,321.42
2024-10-19,RO,Baia Mare,pm10,48,13.0,16.0,14.0,11.45
2024-11-12,RO,Baia Mare,pm10,48,46.0,56.0,51.0,101.97
2024-11-20,RO,Baia Mare,pm10,48,14.0,40.0,26.0,449.96
2024-12-05,RO,Baia Mare,pm10,24,30.0,35.0,34.0,17.32
2024-08-09,RO,Baia Mare,pm10,24,13.0,19.0,16.0,37.37
2024-09-06,RO,Baia Mare,pm10,48,14.0,21.0,16.0,60.6
2024-09-22,RO,Baia Mare,pm10,48,17.0,29.0,19.0,221.06
2024-10-05,RO,Baia Mare,pm10,48,13.0,21.0,14.0,105.42
2024-10-06,RO,Baia Mare,pm10,48,11.0,19.0,13.0,59.56
2024-11-02,RO,Baia Mare,pm10,48,27.0,31.0,31.0,7.87
2024-11-09,RO,Baia Mare,pm10,48,34.0,40.0,36.0,39.04
2024-11-11,RO,Baia Mare,pm10,48,30.0,56.0,48.0,662.83
2024-08-13,RO,Baia Mare,pm10,24,16.0,18.0,17.0,2.01
2024-09-17,RO,Baia Mare,pm10,48,12.0,19.0,14.0,46.02
2024-09-20,RO,Baia Mare,pm10,48,13.0,21.0,15.0,62.54
2024-10-14,RO,Baia Mare,pm10,48,13.0,18.0,16.0,36.7
2024-08-06,RO,Baia Mare,pm10,15,9.0,13.0,11.0,11.24
2024-11-22,RO,Baia Mare,pm10,48,14.0,25.0,17.0,109.43
2024-12-01,RO,Baia Mare,pm10,24,22.0,37.0,33.0,281.72
2024-10-26,RO,Baia Mare,pm10,48,22.0,35.0,25.0,224.24
2024-11-25,RO,Baia Mare,pm10,48,20.0,35.0,26.0,168.29
2024-12-02,RO,Baia Mare,pm10,24,19.0,27.0,20.0,35.65
2024-08-04,RO,Baia Mare,pm10,48,5.0,8.0,6.0,11.91
2024-08-17,RO,Baia Mare,pm10,44,4.0,23.0,21.0,691.81
2024-10-18,RO,Baia Mare,pm10,48,13.0,16.0,14.0,8.93
2024-10-25,RO,Baia Mare,pm10,48,25.0,39.0,28.0,335.16
2024-08-11,RO,Baia Mare,pm10,24,18.0,20.0,18.0,6.01
2024-08-29,RO,Baia Mare,pm10,48,28.0,41.0,32.0,222.23
2024-10-13,RO,Baia Mare,pm10,48,15.0,20.0,18.0,28.65
2024-10-21,RO,Baia Mare,pm10,48,18.0,29.0,21.0,93.51
2024-08-05,RO,Baia Mare,pm10,24,5.0,9.0,6.0,16.07
2024-08-22,RO,Baia Mare,pm10,48,13.0,17.0,14.0,23.29
2024-11-28,RO,Baia Mare,pm10,24,24.0,45.0,30.0,533.04
2024-11-10,RO,Baia Mare,pm10,48,28.0,36.0,33.0,55.11
2024-11-23,RO,Baia Mare,pm10,48,16.0,26.0,22.0,88.87
2024-08-24,RO,Baia Mare,pm10,48,13.0,20.0,15.0,32.75
2024-10-27,RO,Baia Mare,pm10,48,21.0,29.0,22.0,81.26
2024-10-30,RO,Baia Mare,pm10,48,30.0,52.0,39.0,563.08
2024-11-03,RO,Baia Mare,pm10,48,14.0,27.0,22.0,136.45
2024-10-11,RO,Baia Mare,pm10,48,14.0,19.0,17.0,32.32
2024-11-08,RO,Baia Mare,pm10,48,31.0,37.0,34.0,43.33
2024-11-19,RO,Baia Mare,pm10,48,37.0,56.0,51.0,252.32
2024-09-21,RO,Baia Mare,pm10,48,13.0,24.0,17.0,103.15
2024-11-07,RO,Baia Mare,pm10,48,31.0,35.0,32.0,19.04
2024-08-03,RO,Baia Mare,pm10,48,6.0,9.0,7.0,6.38
2024-08-25,RO,Baia Mare,pm10,48,17.0,26.0,18.0,146.59
2024-09-10,RO,Baia Mare,pm10,48,11.0,23.0,13.0,103.93
2024-09-12,RO,Baia Mare,pm10,48,16.0,26.0,17.0,164.1
2024-09-19,RO,Baia Mare,pm10,48,16.0,31.0,19.0,191.7
2024-11-01,RO,Baia Mare,pm10,48,30.0,54.0,38.0,451.02
2024-08-23,RO,Baia Mare,pm10,48,13.0,16.0,14.0,9.72
2024-08-30,RO,Baia Mare,pm10,48,24.0,35.0,28.0,139.42
2024-09-23,RO,Baia Mare,pm10,48,15.0,27.0,18.0,138.71
2024-10-23,RO,Baia Mare,pm10,48,22.0,43.0,29.0,461.13
2024-08-18,RO,Baia Mare,pm10,48,9.0,23.0,9.0,403.19
2024-09-05,RO,Baia Mare,pm10,48,14.0,26.0,16.0,100.1
2024-09-11,RO,Baia Mare,pm10,48,16.0,28.0,19.0,204.95
2024-09-27,RO,Baia Mare,pm10,48,13.0,17.0,14.0,31.17
2024-08-14,RO,Baia Mare,pm10,24,17.0,18.0,18.0,2.45
2024-11-13,RO,Baia Mare,pm10,48,37.0,46.0,40.0,56.44
2024-11-26,RO,Baia Mare,pm10,40,22.0,31.0,28.0,113.33
2024-12-03,RO,Baia Mare,pm10,24,29.0,44.0,41.0,151.88
2024-09-04,RO,Baia Mare,pm10,48,16.0,27.0,17.0,216.01
2024-09-15,RO,Baia Mare,pm10,48,6.0,10.0,8.0,14.45
2024-10-29,RO,Baia Mare,pm10,48,33.0,57.0,43.0,582.98
2024-11-30,RO,Baia Mare,pm10,24,32.0,39.0,32.0,68.24
2024-10-28,RO,Baia Mare,pm10,48,21.0,45.0,26.0,353.12
2024-08-28,RO,Baia Mare,pm10,48,26.0,41.0,33.0,211.59
2024-09-13,RO,Baia Mare,pm10,48,12.0,22.0,14.0,74.45
2024-09-14,RO,Baia Mare,pm10,48,10.0,16.0,12.0,29.89
2024-10-01,RO,Baia Mare,pm10,48,8.0,10.0,9.0,2.23
2024-08-21,RO,Baia Mare,pm10,48,13.0,18.0,14.0,37.34
2024-10-07,RO,Baia Mare,pm10,48,11.0,18.0,14.0,53.6
2024-10-09,RO,Baia Mare,pm10,48,12.0,17.0,14.0,26.59
2024-12-06,RO,Baia Mare,pm10,19,26.0,33.0,28.0,35.96
2024-08-20,RO,Baia Mare,pm10,48,12.0,18.0,14.0,46.77
2024-09-02,RO,Baia Mare,pm10,48,17.0,23.0,19.0,41.27
2024-10-12,RO,Baia Mare,pm10,48,13.0,20.0,15.0,64.46
2024-11-06,RO,Baia Mare,pm10,48,26.0,33.0,29.0,32.34
2024-11-01,RO,Baia Mare,o3,23,2.0,26.4,7.7,367.69
2024-11-21,RO,Baia Mare,o3,23,1.3,3.1,2.0,1.63
2024-09-07,RO,Baia Mare,o3,23,1.6,3.8,2.0,1.99
2024-09-13,RO,Baia Mare,o3,22,1.6,10.0,6.2,51.67
2024-09-15,RO,Baia Mare,o3,23,0.7,2.9,2.2,3.23
2024-09-23,RO,Baia Mare,o3,20,1.1,5.2,2.4,14.13
2024-10-18,RO,Baia Mare,o3,23,6.7,33.8,20.6,444.59
2024-10-21,RO,Baia Mare,o3,23,3.1,35.1,21.2,1040.82
2024-11-20,RO,Baia Mare,o3,24,1.4,2.3,1.7,0.47
2024-08-25,RO,Baia Mare,o3,23,27.3,64.0,45.6,1201.53
2024-09-04,RO,Baia Mare,o3,18,0.3,28.1,4.1,371.4
2024-09-16,RO,Baia Mare,o3,23,1.2,16.4,6.6,337.91
2024-09-27,RO,Baia Mare,o3,23,3.4,28.0,11.2,579.78
2024-10-03,RO,Baia Mare,o3,15,1.5,16.2,6.9,163.82
2024-10-15,RO,Baia Mare,o3,23,4.8,21.4,17.7,279.63
2024-11-28,RO,Baia Mare,o3,23,1.2,2.3,1.7,1.13
2024-12-02,RO,Baia Mare,o3,23,0.8,2.0,1.6,0.89
2024-08-23,RO,Baia Mare,o3,11,34.2,49.0,43.5,341.52
2024-08-28,RO,Baia Mare,o3,23,4.2,27.9,12.0,670.67
2024-09-22,RO,Baia Mare,o3,23,1.0,10.3,4.0,69.55
2024-09-30,RO,Baia Mare,o3,23,2.0,5.1,3.4,6.74
2024-10-22,RO,Baia Mare,o3,23,3.1,38.6,23.7,969.78
2024-11-07,RO,Baia Mare,o3,23,3.8,32.3,14.4,758.31
2024-12-01,RO,Baia Mare,o3,23,0.9,2.1,1.9,1.13
2024-10-23,RO,Baia Mare,o3,21,2.7,36.1,19.0,1183.83
2024-08-29,RO,Baia Mare,o3,23,0.6,31.2,16.0,498.0
2024-08-30,RO,Baia Mare,o3,23,2.0,24.2,12.0,284.93
2024-09-10,RO,Baia Mare,o3,23,6.2,42.6,25.3,941.62
